Episode,Total Reward,Steps,Falls,Rollbacks
990,-5.0,356,0,351
991,-7.0,400,0,393
992,-2.0,400,0,398
993,-3.0,400,0,397
994,-5.0,400,0,395
995,-3.0,210,0,207
996,-6.0,400,0,394
997,-2.0,400,0,398
998,-5.0,400,0,395
999,-10.0,400,0,390
1000,-7.0,400,0,393
1001,-8.0,400,0,392
1002,-10.0,400,0,390
1003,-2.0,400,0,398
1004,-4.0,400,0,396
1005,-2.0,308,0,306
1006,-10.0,400,0,390
1007,-12.0,400,0,388
1008,-7.0,400,0,393
1009,-2.0,400,0,398
1010,-4.0,400,0,396
1011,-3.0,400,0,397
1012,-3.0,400,0,397
1013,-2.0,400,0,398
1014,-3.0,400,0,397
1015,-3.0,400,0,397
1016,-5.0,400,0,395
1017,-3.0,400,0,397
1018,-7.0,400,0,393
1019,-3.0,400,0,397
1020,-5.0,400,0,395
1021,-2.0,400,0,398
1022,-4.0,400,0,396
1023,-2.0,400,0,398
1024,-4.0,400,0,396
1025,-1.0,400,0,399
1026,-6.0,400,0,394
1027,-3.0,400,0,397
1028,-3.0,400,0,397
1029,-3.0,400,0,397
1030,-3.0,241,0,238
1031,-3.0,400,0,397
1032,-3.0,400,0,397
1033,-5.0,400,0,395
1034,-7.0,400,0,393
1035,-5.0,400,0,395
1036,-5.0,400,0,395
1037,-3.0,400,0,397
1038,-2.0,156,0,154
1039,-4.0,400,0,396
1040,-7.0,400,0,393
1041,-5.0,400,0,395
1042,-4.0,400,0,396
1043,-2.0,400,0,398
1044,-8.0,400,0,392
1045,-3.0,400,0,397
1046,-4.0,400,0,396
1047,-5.0,400,0,395
1048,-5.0,400,0,395
1049,-5.0,400,0,395
1050,-3.0,400,0,397
1051,-7.0,371,0,364
1052,-1.0,400,0,399
1053,-5.0,400,0,395
1054,-2.0,400,0,398
1055,-7.0,400,0,393
1056,-6.0,400,0,394
1057,-5.0,400,0,395
1058,-5.0,400,0,395
1059,-9.0,400,0,391
