Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
899,-823.0,996,0,1
900,-508.0,627,0,1
901,-768.0,951,0,1
902,-567.0,694,0,1
903,-435.0,550,0,1
904,-781.0,961,0,1
905,-849.0,1000,0,0
906,-777.0,960,0,1
907,-308.0,390,0,1
908,-307.0,400,0,1
909,-497.0,627,0,1
910,-314.0,408,0,1
911,-449.0,568,0,1
912,-438.0,554,0,1
913,-441.0,560,0,1
914,-283.0,365,0,1
915,-847.0,1000,0,0
916,-847.0,1000,0,0
917,-333.0,425,0,1
918,-425.0,540,0,1
919,-834.0,1000,0,0
920,-734.0,909,0,1
921,-685.0,861,0,1
922,-434.0,539,0,1
923,-491.0,608,0,1
924,-788.0,965,0,1
925,-405.0,527,0,1
926,-466.0,567,0,1
927,-847.0,1000,0,0
928,-854.0,1000,0,0
929,-858.0,1000,1,0
930,-446.0,561,0,1
931,-492.0,619,0,1
932,-711.0,883,0,1
933,-830.0,1000,0,0
934,-367.0,471,0,1
935,-785.0,954,0,1
936,-420.0,529,0,1
937,-413.0,516,0,1
938,-566.0,697,0,1
939,-448.0,551,0,1
940,-286.0,380,0,1
941,-311.0,401,0,1
942,-452.0,550,0,1
943,-845.0,1000,0,0
944,-852.0,1000,0,0
945,-373.0,490,0,1
946,-473.0,576,0,1
947,-187.0,257,0,1
948,-641.0,781,0,1
949,-181.0,245,0,1
950,-836.0,1000,0,0
951,-409.0,515,0,1
952,-839.0,1000,0,0
953,-417.0,536,0,1
954,-131.0,181,0,1
955,-408.0,511,0,1
956,-845.0,1000,0,0
957,-567.0,694,0,1
958,-801.0,974,0,1
959,-593.0,732,0,1
960,-741.0,913,0,1
961,-297.0,389,0,1
962,-524.0,654,0,1
963,-611.0,758,0,1
964,-647.0,802,0,1
965,-809.0,989,0,1
966,-856.0,1000,0,0
967,-583.0,696,0,1
968,-154.0,216,0,1
969,-706.0,831,0,1
970,-355.0,455,0,1
971,-311.0,413,0,1
972,-501.0,622,0,1
973,-232.0,308,0,1
974,-315.0,424,0,1
975,-380.0,481,0,1
976,-329.0,410,0,1
977,-857.0,1000,0,0
978,-126.0,177,0,1
979,-815.0,998,0,1
980,-512.0,630,0,1
981,-849.0,1000,0,0
982,-742.0,920,0,1
983,-426.0,552,0,1
984,-629.0,771,0,1
985,-399.0,502,0,1
986,-295.0,391,0,1
987,-441.0,556,0,1
988,-407.0,510,0,1
989,-507.0,623,0,1
990,-737.0,889,0,1
991,-213.0,291,0,1
992,-502.0,616,0,1
993,-595.0,740,0,1
994,-838.0,1000,0,0
995,-848.0,1000,0,0
996,-802.0,991,0,1
997,-384.0,479,0,1
998,-310.0,405,0,1
999,-155.0,210,0,1
1000,-764.0,949,0,1
1001,-845.0,1000,0,0
1002,-373.0,480,0,1
1003,-381.0,465,0,1
1004,-829.0,1000,0,0
1005,-509.0,632,0,1
1006,-456.0,555,0,1
1007,-853.0,1000,0,0
1008,-476.0,599,0,1
1009,-844.0,1000,0,0
1010,-860.0,1000,0,0
1011,-368.0,479,0,1
1012,-834.0,1000,0,0
1013,-416.0,530,0,1
1014,-277.0,374,0,1
1015,-760.0,915,0,1
1016,-251.0,339,0,1
1017,-840.0,1000,0,0
1018,-438.0,532,0,1
1019,-268.0,361,0,1
1020,-458.0,558,0,1
1021,-842.0,1000,0,0
1022,-845.0,1000,0,0
1023,-484.0,591,0,1
1024,-732.0,908,0,1
1025,-507.0,631,0,1
1026,-854.0,1000,0,0
1027,-499.0,615,0,1
1028,-696.0,865,0,1
1029,-848.0,1000,0,0
1030,-852.0,1000,0,0
1031,-690.0,855,0,1
1032,-760.0,931,0,1
1033,-512.0,619,0,1
1034,-516.0,638,0,1
1035,-859.0,1000,1,0
1036,-855.0,1000,0,0
1037,-490.0,618,0,1
1038,-465.0,577,0,1
