Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
389,0.0,1000,0,0,1000
390,0.0,1000,0,0,1000
391,0.0,1000,0,0,1000
392,0.0,1000,0,0,1000
393,0.0,1000,0,0,1000
394,19.0,865,0,1,863
395,0.0,1000,0,0,1000
396,0.0,1000,0,0,1000
397,-1.0,1000,0,0,999
398,-2.0,1000,0,0,998
399,0.0,1000,0,0,1000
400,0.0,1000,0,0,1000
401,-2.0,1000,0,0,998
402,0.0,1000,0,0,1000
403,-2.0,1000,0,0,998
404,0.0,1000,0,0,1000
405,-1.0,1000,0,0,999
406,0.0,1000,0,0,1000
407,-1.0,1000,0,0,999
408,0.0,1000,0,0,1000
409,0.0,1000,0,0,1000
410,0.0,1000,0,0,1000
411,-1.0,1000,0,0,999
412,-1.0,1000,0,0,999
413,0.0,1000,0,0,1000
414,0.0,1000,0,0,1000
415,0.0,1000,0,0,1000
416,0.0,1000,0,0,1000
417,-1.0,1000,0,0,999
418,0.0,1000,0,0,1000
419,-1.0,1000,0,0,999
420,0.0,1000,0,0,1000
421,0.0,1000,0,0,1000
422,0.0,1000,0,0,1000
423,-1.0,1000,0,0,999
424,0.0,1000,0,0,1000
425,0.0,1000,0,0,1000
426,-1.0,1000,0,0,999
427,0.0,1000,0,0,1000
428,0.0,1000,0,0,1000
429,-2.0,1000,0,0,998
430,0.0,1000,0,0,1000
431,-1.0,1000,0,0,999
432,19.0,814,0,1,812
433,0.0,1000,0,0,1000
434,0.0,1000,0,0,1000
435,-1.0,1000,0,0,999
436,0.0,1000,0,0,1000
437,0.0,1000,0,0,1000
438,0.0,1000,0,0,1000
439,-2.0,1000,0,0,998
440,0.0,1000,0,0,1000
441,0.0,1000,0,0,1000
442,-2.0,1000,0,0,998
443,-1.0,1000,0,0,999
444,0.0,1000,0,0,1000
445,-1.0,1000,0,0,999
446,-1.0,1000,0,0,999
447,0.0,1000,0,0,1000
448,0.0,1000,0,0,1000
449,-1.0,1000,0,0,999
450,0.0,1000,0,0,1000
451,0.0,1000,0,0,1000
452,0.0,1000,0,0,1000
453,-2.0,1000,0,0,998
454,-1.0,1000,0,0,999
455,0.0,1000,0,0,1000
456,0.0,1000,0,0,1000
457,0.0,1000,0,0,1000
458,0.0,1000,0,0,1000
459,0.0,1000,0,0,1000
460,0.0,1000,0,0,1000
461,0.0,1000,0,0,1000
