Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
849,-320.0,415,0,1,74
850,-632.0,747,0,1,94
851,-470.0,587,0,1,96
852,-835.0,1000,0,0,165
853,-505.0,623,0,1,97
854,-853.0,1000,0,0,147
855,-391.0,502,0,1,90
856,-237.0,313,0,1,55
857,-438.0,569,0,1,110
858,-658.0,824,0,1,145
859,-848.0,1000,0,0,152
860,-336.0,430,0,1,73
861,-625.0,772,0,1,126
862,-733.0,919,0,1,165
863,-385.0,501,0,1,95
864,-631.0,756,1,1,113
865,-303.0,397,0,1,73
866,-689.0,820,0,1,110
867,-849.0,1000,0,0,151
868,-384.0,483,0,1,78
869,-677.0,815,1,1,126
870,-591.0,690,1,1,87
871,-360.0,452,0,1,71
872,-437.0,559,0,1,101
873,-335.0,422,0,1,66
874,-851.0,1000,0,0,149
875,-334.0,420,0,1,65
876,-579.0,724,0,1,124
877,-755.0,933,0,1,157
878,-681.0,874,0,1,172
879,-779.0,939,0,1,139
880,-454.0,573,0,1,98
881,-318.0,418,0,1,79
882,-524.0,646,0,1,101
883,-544.0,685,0,1,120
884,-848.0,1000,1,0,161
885,-845.0,1000,0,0,155
886,-856.0,1000,0,0,144
887,-696.0,874,0,1,157
888,-642.0,793,0,1,130
889,-147.0,205,0,1,37
890,-664.0,818,0,1,133
891,-840.0,1000,0,0,160
892,-142.0,204,0,1,41
893,-759.0,941,0,1,161
894,-848.0,1000,0,0,152
895,-715.0,857,1,1,130
896,-494.0,620,0,1,105
897,-440.0,559,0,1,98
898,-393.0,479,0,1,65
899,-773.0,954,0,1,160
900,-308.0,404,0,1,75
901,-782.0,948,0,1,145
902,-477.0,592,0,1,94
903,-431.0,544,0,1,92
