Episode,Total Reward,Steps,Falls
1004,-147.0,147,0,True
1005,-57.0,57,0,True
1006,-68.0,68,0,True
1007,-392.0,194,2,True
1008,-84.0,84,0,True
1009,-86.0,86,0,True
1010,-76.0,76,0,True
1011,-1819.0,631,12,True
1012,-2149.0,664,15,True
1013,-260.0,62,2,True
1014,-94.0,94,0,True
1015,-89.0,89,0,True
1016,-122.0,122,0,True
1017,-401.0,203,2,True
1018,-149.0,149,0,True
1019,-147.0,147,0,True
1020,-2185.0,700,15,False
1021,-131.0,131,0,True
1022,-107.0,107,0,True
1023,-353.0,155,2,True
1024,-144.0,144,0,True
1025,-167.0,167,0,True
1026,-88.0,88,0,True
1027,-1622.0,533,11,True
1028,-1574.0,584,10,True
1029,-95.0,95,0,True
1030,-240.0,141,1,True
1031,-106.0,106,0,True
1032,-79.0,79,0,True
1033,-368.0,170,2,True
1034,-371.0,173,2,True
1035,-166.0,166,0,True
1036,-63.0,63,0,True
1037,-128.0,128,0,True
1038,-115.0,115,0,True
1039,-132.0,132,0,True
1040,-71.0,71,0,True
1041,-983.0,290,7,True
1042,-1252.0,460,8,True
1043,-121.0,121,0,True
1044,-342.0,144,2,True
1045,-135.0,135,0,True
1046,-130.0,130,0,True
1047,-93.0,93,0,True
1048,-375.0,177,2,True
1049,-81.0,81,0,True
1050,-104.0,104,0,True
1051,-497.0,200,3,True
1052,-156.0,156,0,True
