Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
546,-343.0,439,0,1,75,True
547,-809.0,992,0,1,162,True
548,-409.0,529,0,1,99,True
549,-472.0,562,2,1,87,True
550,-616.0,740,1,1,112,True
551,-281.0,360,0,1,58,True
552,-646.0,824,0,1,157,True
553,-973.0,1154,0,1,160,True
554,-939.0,1128,0,1,168,True
555,-930.0,1115,0,1,164,True
556,-492.0,611,0,1,98,True
557,-366.0,473,0,1,86,True
558,-969.0,1181,0,1,191,True
559,-911.0,1091,0,1,159,True
560,-406.0,499,0,1,72,True
561,-229.0,311,0,1,61,True
562,-305.0,403,0,1,77,True
563,-451.0,570,0,1,98,True
564,-287.0,392,0,1,84,True
565,-447.0,557,0,1,89,True
566,-295.0,398,0,1,82,True
567,-689.0,853,0,1,143,True
568,-709.0,876,0,1,146,True
569,-409.0,526,0,1,96,True
570,-904.0,1091,0,1,166,True
571,-884.0,1063,0,1,158,True
572,-235.0,311,0,1,55,True
573,-425.0,548,0,1,102,True
574,-989.0,1172,1,1,171,True
575,-430.0,549,0,1,98,True
576,-888.0,1086,0,1,177,True
577,-531.0,661,0,1,109,True
578,-366.0,452,0,1,65,True
579,-732.0,907,0,1,154,True
580,-256.0,347,0,1,70,True
581,-785.0,965,0,1,159,True
582,-1025.0,1211,0,1,165,True
583,-1281.0,1500,0,0,219,False
584,-777.0,959,0,1,161,True
585,-615.0,756,0,1,120,True
586,-355.0,448,0,1,72,True
587,-517.0,639,0,1,101,True
588,-770.0,948,0,1,157,True
589,-415.0,540,0,1,104,True
590,-950.0,1166,0,1,195,True
591,-428.0,542,0,1,93,True
592,-703.0,871,0,1,147,True
593,-811.0,991,0,1,159,True
594,-888.0,1072,0,1,163,True
595,-869.0,1028,1,1,147,True
596,-852.0,1026,0,1,153,True
597,-398.0,503,0,1,84,True
598,-317.0,405,0,1,67,True
599,-400.0,501,0,1,80,True
600,-801.0,971,0,1,149,True
601,-330.0,433,0,1,82,True
602,-529.0,657,0,1,107,True
603,-443.0,555,0,1,91,True
604,-828.0,1007,0,1,158,True
605,-1040.0,1231,0,1,170,True
606,-893.0,1081,0,1,167,True
607,-333.0,448,0,1,94,True
608,-424.0,518,0,1,73,True
609,-739.0,915,0,1,155,True
610,-372.0,474,0,1,81,True
611,-293.0,388,0,1,74,True
612,-603.0,752,0,1,128,True
613,-470.0,605,0,1,114,True
614,-831.0,1019,0,1,167,True
615,-545.0,663,1,1,106,True
616,-797.0,974,0,1,156,True
617,-507.0,629,0,1,101,True
618,-813.0,990,0,1,156,True
619,-386.0,504,0,1,97,True
620,-635.0,793,0,1,137,True
621,-666.0,814,0,1,127,True
622,-932.0,1108,0,1,155,True
623,-328.0,415,0,1,66,True
624,-873.0,1053,0,1,159,True
625,-889.0,1072,0,1,162,True
626,-946.0,1174,0,1,207,True
627,-727.0,902,0,1,154,True
628,-828.0,999,0,1,150,True
629,-401.0,515,0,1,93,True
630,-1078.0,1312,0,1,213,True
631,-781.0,958,0,1,156,True
632,-341.0,453,0,1,91,True
633,-226.0,303,0,1,56,True
634,-378.0,486,0,1,87,True
635,-303.0,385,0,1,61,True
636,-339.0,446,0,1,86,True
637,-346.0,439,0,1,72,True
638,-560.0,683,0,1,102,True
639,-844.0,1027,0,1,162,True
640,-783.0,969,0,1,165,True
641,-576.0,703,0,1,106,True
642,-281.0,366,0,1,64,True
643,-638.0,765,0,1,106,True
644,-792.0,955,0,1,142,True
645,-1068.0,1290,0,1,201,True
646,-593.0,759,0,1,145,True
647,-557.0,691,0,1,113,True
648,-501.0,627,0,1,105,True
649,-413.0,510,0,1,76,True
650,-898.0,1102,0,1,183,True
651,-598.0,732,0,1,113,True
652,-396.0,491,0,1,74,True
653,-785.0,971,0,1,165,True
654,-1274.0,1500,1,0,235,False
655,-556.0,677,0,1,100,True
656,-821.0,1001,0,1,159,True
657,-355.0,456,0,1,80,True
658,-213.0,288,0,1,54,True
659,-853.0,1034,0,1,160,True
660,-688.0,835,0,1,126,True
661,-329.0,426,0,1,76,True
662,-183.0,250,0,1,46,True
663,-1029.0,1217,0,1,167,True
664,-461.0,543,1,1,70,True
665,-785.0,966,0,1,160,True
666,-284.0,364,0,1,59,True
667,-818.0,1001,0,1,162,True
668,-241.0,334,0,1,72,True
669,-642.0,775,0,1,112,True
670,-855.0,1038,0,1,162,True
671,-701.0,859,0,1,137,True
672,-916.0,1110,0,1,173,True
673,-480.0,582,0,1,81,True
674,-555.0,685,0,1,109,True
675,-664.0,813,0,1,128,True
676,-399.0,504,0,1,84,True
677,-464.0,572,0,1,87,True
678,-890.0,1061,0,1,150,True
679,-473.0,597,0,1,103,True
680,-565.0,687,0,1,101,True
681,-215.0,287,0,1,51,True
682,-408.0,520,0,1,91,True
683,-307.0,401,0,1,73,True
684,-326.0,435,0,1,88,True
685,-735.0,912,0,1,156,True
686,-484.0,607,0,1,102,True
687,-357.0,443,0,1,65,True
688,-304.0,397,0,1,72,True
689,-580.0,707,0,1,106,True
690,-172.0,239,0,1,46,True
691,-379.0,471,0,1,71,True
692,-916.0,1102,0,1,165,True
693,-843.0,1033,0,1,169,True
694,-640.0,771,0,1,110,True
695,-869.0,1051,0,1,161,True
696,-384.0,467,0,1,62,True
697,-587.0,733,0,1,125,True
698,-918.0,1098,0,1,159,True
699,-421.0,540,0,1,98,True
700,-379.0,475,0,1,75,True
701,-317.0,418,0,1,80,True
702,-424.0,554,0,1,109,True
703,-370.0,461,0,1,70,True
704,-855.0,1030,0,1,154,True
705,-767.0,953,0,1,165,True
706,-269.0,360,0,1,70,True
707,-1024.0,1217,0,1,172,True
708,-561.0,684,0,1,102,True
709,-518.0,638,0,1,99,True
710,-1159.0,1405,0,1,225,True
711,-749.0,928,0,1,158,True
712,-516.0,645,0,1,108,True
713,-758.0,928,0,1,149,True
714,-241.0,322,0,1,60,True
715,-768.0,949,0,1,160,True
