Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger
712,-652.0,792,0,1,True
713,-330.0,423,0,1,True
714,-377.0,472,0,1,True
715,-831.0,1010,0,1,True
716,-497.0,631,0,1,True
717,-541.0,679,0,1,True
718,-806.0,967,0,1,True
719,-386.0,473,0,1,True
720,-342.0,448,0,1,True
721,-626.0,776,0,1,True
722,-883.0,1065,0,1,True
723,-547.0,670,0,1,True
724,-910.0,1087,0,1,True
725,-540.0,655,0,1,True
726,-772.0,955,0,1,True
727,-1182.0,1372,0,1,True
728,-1098.0,1291,0,1,True
729,-353.0,454,0,1,True
730,-444.0,558,0,1,True
731,-373.0,478,0,1,True
732,-459.0,583,0,1,True
733,-550.0,680,0,1,True
734,-224.0,304,0,1,True
735,-678.0,837,0,1,True
736,-820.0,1013,0,1,True
737,-415.0,520,0,1,True
738,-256.0,346,0,1,True
739,-672.0,829,0,1,True
740,-472.0,579,0,1,True
741,-396.0,505,0,1,True
742,-475.0,583,0,1,True
743,-446.0,572,0,1,True
744,-172.0,239,0,1,True
745,-1115.0,1308,0,1,True
746,-403.0,517,0,1,True
747,-357.0,453,0,1,True
748,-283.0,367,0,1,True
749,-510.0,625,0,1,True
750,-957.0,1140,0,1,True
751,-1106.0,1306,0,1,True
752,-574.0,712,0,1,True
753,-212.0,286,0,1,True
754,-511.0,649,0,1,True
755,-578.0,702,0,1,True
756,-532.0,651,0,1,True
757,-441.0,544,0,1,True
758,-417.0,515,0,1,True
759,-475.0,596,0,1,True
760,-946.0,1142,0,1,True
761,-460.0,578,0,1,True
762,-265.0,339,0,1,True
763,-516.0,607,0,1,True
764,-1275.0,1500,0,0,False
765,-1273.0,1500,0,0,False
766,-813.0,977,0,1,True
767,-1088.0,1324,0,1,True
768,-531.0,654,0,1,True
769,-257.0,350,0,1,True
770,-1096.0,1283,0,1,True
771,-366.0,469,0,1,True
772,-289.0,371,0,1,True
773,-258.0,347,0,1,True
774,-543.0,670,0,1,True
775,-509.0,622,0,1,True
776,-483.0,583,0,1,True
777,-618.0,749,0,1,True
778,-526.0,654,0,1,True
779,-365.0,467,0,1,True
780,-393.0,507,0,1,True
781,-941.0,1121,0,1,True
782,-421.0,523,0,1,True
783,-1009.0,1206,0,1,True
784,-1064.0,1255,0,1,True
785,-203.0,279,0,1,True
786,-602.0,755,0,1,True
787,-1023.0,1227,0,1,True
788,-1283.0,1500,0,0,False
789,-945.0,1130,0,1,True
790,-1111.0,1345,0,1,True
791,-827.0,1012,0,1,True
792,-887.0,1073,0,1,True
793,-231.0,313,0,1,True
794,-488.0,593,0,1,True
795,-341.0,445,0,1,True
796,-882.0,1062,0,1,True
797,-249.0,335,0,1,True
798,-443.0,555,0,1,True
799,-464.0,583,0,1,True
800,-407.0,506,0,1,True
801,-433.0,530,0,1,True
802,-725.0,892,0,1,True
803,-1044.0,1234,0,1,True
804,-216.0,288,0,1,True
805,-828.0,1009,0,1,True
