Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger, Status
68324,-2342.0,950,157,1,True
68325,-1498.0,583,104,1,True
68326,-1474.0,595,100,1,True
68327,-934.0,334,69,1,True
68328,-2595.0,1149,163,1,True
68329,-1279.0,490,90,1,True
68330,-1389.0,591,91,1,True
68331,-707.0,260,52,1,True
68332,-753.0,306,52,1,True
68333,-2291.0,926,154,1,True
68334,-2249.0,920,150,1,True
68335,-3151.0,1255,213,1,True
68336,-1336.0,547,90,1,True
68337,-2310.0,945,154,1,True
68338,-1591.0,667,105,1,True
68339,-893.0,365,61,1,True
68340,-1244.0,500,85,1,True
68341,-1969.0,874,124,1,True
68342,-1384.0,568,93,1,True
68343,-1315.0,553,87,1,True
68344,-2132.0,884,141,1,True
68345,-1634.0,638,113,1,True
68346,-2254.0,898,153,1,True
68347,-1110.0,429,78,1,True
68348,-2609.0,1118,168,1,True
68349,-1116.0,444,77,1,True
68350,-1289.0,581,81,1,True
68351,-2579.0,1088,168,1,True
68352,-1134.0,489,74,1,True
68353,-1139.0,521,71,1,True
68354,-1547.0,623,105,1,True
68355,-2520.0,1074,163,1,True
68356,-1025.0,461,65,1,True
68357,-2555.0,1046,170,1,True
68358,-1337.0,494,96,1,True
68359,-2157.0,819,151,1,True
68360,-1003.0,403,69,1,True
68361,-1150.0,487,76,1,True
68362,-1615.0,637,111,1,True
68363,-992.0,437,64,1,True
68364,-483.0,189,35,1,True
68365,-1516.0,682,95,1,True
68366,-1610.0,659,108,1,True
68367,-1447.0,658,90,1,True
68368,-1368.0,570,91,1,True
68369,-849.0,375,55,1,True
68370,-3227.0,1376,208,1,True
68371,-1380.0,591,90,1,True
68372,-3278.0,1373,214,1,True
68373,-948.0,420,61,1,True
68374,-1433.0,563,99,1,True
68375,-901.0,373,61,1,True
68376,-1274.0,494,89,1,True
68377,-1623.0,690,106,1,True
68378,-2162.0,851,148,1,True
68379,-2365.0,973,157,1,True
68380,-1281.0,555,83,1,True
68381,-2523.0,1050,166,1,True
68382,-1558.0,634,105,1,True
68383,-1397.0,590,92,1,True
68384,-1141.0,406,84,1,True
68385,-1511.0,587,105,1,True
68386,-1042.0,406,73,1,True
68387,-1105.0,478,72,1,True
68388,-1526.0,602,105,1,True
68389,-2699.0,1280,160,1,True
68390,-1682.0,758,105,1,True
68391,-1294.0,523,88,1,True
68392,-1119.0,456,76,1,True
68393,-848.0,356,57,1,True
68394,-1446.0,603,96,1,True
68395,-1685.0,716,110,1,True
68396,-2454.0,1017,162,1,True
68397,-383.0,152,28,1,True
68398,-2906.0,1370,173,1,True
68399,-1541.0,644,102,1,True
68400,-3388.0,1366,227,1,True
68401,-1708.0,640,121,1,True
68402,-1045.0,499,63,1,True
68403,-1169.0,470,80,1,True
68404,-2912.0,1178,195,1,True
68405,-1688.0,755,106,1,True
68406,-2422.0,1048,155,1,True
68407,-1070.0,434,73,1,True
68408,-1468.0,571,102,1,True
68409,-1516.0,583,106,1,True
68410,-571.0,232,40,1,True
68411,-2905.0,1162,196,1,True
68412,-778.0,295,56,1,True
68413,-984.0,393,68,1,True
68414,-2369.0,959,159,1,True
68415,-1044.0,507,62,1,True
68416,-1388.0,545,96,1,True
68417,-1913.0,782,128,1,True
68418,-1162.0,472,79,1,True
68419,-1173.0,420,86,1,True
68420,-2523.0,1104,160,1,True
68421,-1059.0,405,75,1,True
68422,-2393.0,974,160,1,True
68423,-2020.0,835,134,1,True
68424,-1288.0,571,82,1,True
68425,-990.0,390,69,1,True
68426,-1067.0,422,74,1,True
68427,-1096.0,460,73,1,True
68428,-1129.0,421,81,1,True
68429,-1458.0,660,91,1,True
68430,-1329.0,531,91,1,True
68431,-871.0,352,60,1,True
68432,-2465.0,992,166,1,True
68433,-592.0,217,44,1,True
68434,-1576.0,625,108,1,True
68435,-1547.0,632,104,1,True
68436,-761.0,296,54,1,True
68437,-1088.0,506,67,1,True
68438,-2427.0,981,163,1,True
68439,-2757.0,1095,187,1,True
68440,-2497.0,997,169,1,True
68441,-1458.0,606,97,1,True
68442,-2275.0,928,152,1,True
68443,-1501.0,631,99,1,True
68444,-2490.0,1026,165,1,True
68445,-2322.0,993,150,1,True
68446,-934.0,397,62,1,True
68447,-2709.0,1218,168,1,True
68448,-1246.0,502,85,1,True
68449,-2419.0,964,164,1,True
68450,-722.0,284,51,1,True
68451,-1282.0,511,88,1,True
68452,-2575.0,1075,169,1,True
68453,-1470.0,654,93,1,True
68454,-1793.0,752,118,1,True
68455,-1166.0,467,80,1,True
68456,-2976.0,1233,196,1,True
68457,-1066.0,475,68,1,True
68458,-1176.0,477,80,1,True
68459,-2399.0,998,158,1,True
68460,-1220.0,440,89,1,True
68461,-1750.0,763,112,1,True
68462,-2048.0,845,136,1,True
68463,-2313.0,939,155,1,True
68464,-1438.0,586,97,1,True
68465,-2535.0,1098,162,1,True
68466,-401.0,197,25,1,True
68467,-2702.0,1184,171,1,True
68468,-1143.0,579,65,1,True
68469,-984.0,429,64,1,True
68470,-2544.0,1116,161,1,True
68471,-1480.0,565,104,1,True
68472,-928.0,382,63,1,True
68473,-1768.0,709,120,1,True
68474,-2029.0,790,140,1,True
68475,-1137.0,456,78,1,True
68476,-2478.0,1032,163,1,True
68477,-1364.0,620,85,1,True
68478,-692.0,281,48,1,True
68479,-980.0,389,68,1,True
68480,-2925.0,1236,190,1,True
68481,-2357.0,956,158,1,True
68482,-1567.0,634,106,1,True
68483,-2457.0,1002,164,1,True
68484,-3393.0,1380,226,1,True
68485,-1514.0,617,102,1,True
68486,-1514.0,653,98,1,True
68487,-1462.0,556,103,1,True
68488,-1305.0,516,90,1,True
68489,-1089.0,471,71,1,True
68490,-1256.0,521,84,1,True
68491,-1446.0,567,100,1,True
68492,-2438.0,1010,161,1,True
68493,-1556.0,722,95,1,True
68494,-1242.0,462,89,1,True
68495,-1052.0,479,66,1,True
68496,-968.0,359,70,1,True
68497,-2535.0,1017,171,1,True
68498,-2033.0,776,142,1,True
68499,-1764.0,714,119,1,True
68500,-1351.0,499,97,1,True
68501,-2878.0,1423,164,1,True
68502,-1543.0,682,98,1,True
68503,-1568.0,653,104,1,True
68504,-825.0,306,60,1,True
68505,-1706.0,773,106,1,True
68506,-1561.0,628,106,1,True
68507,-653.0,251,47,1,True
68508,-1228.0,475,86,1,True
68509,-1485.0,561,105,1,True
68510,-1150.0,496,75,1,True
68511,-2479.0,1015,165,1,True
68512,-993.0,465,61,1,True
68513,-1678.0,682,113,1,True
68514,-1370.0,554,93,1,True
68515,-1047.0,393,75,1,True
68516,-404.0,173,28,1,True
68517,-934.0,361,66,1,True
68518,-2580.0,1116,165,1,True
68519,-1340.0,524,93,1,True
68520,-2149.0,856,146,1,True
68521,-986.0,440,63,1,True
68522,-856.0,292,65,1,True
68523,-1163.0,536,72,1,True
68524,-1043.0,452,68,1,True
68525,-1233.0,516,82,1,True
68526,-2449.0,985,165,1,True
68527,-1518.0,639,100,1,True
68528,-1082.0,455,72,1,True
68529,-1527.0,594,106,1,True
68530,-1536.0,666,99,1,True
68531,-2232.0,858,155,1,True
68532,-1272.0,528,85,1,True
68533,-1710.0,723,112,1,True
68534,-2333.0,941,157,1,True
68535,-905.0,386,60,1,True
68536,-961.0,406,64,1,True
68537,-2396.0,1022,155,1,True
68538,-530.0,209,38,1,True
68539,-1256.0,521,84,1,True
68540,-1296.0,462,95,1,True
68541,-1472.0,584,101,1,True
68542,-1396.0,607,90,1,True
68543,-2339.0,929,159,1,True
68544,-737.0,263,55,1,True
68545,-1279.0,571,81,1,True
68546,-1268.0,497,88,1,True
68547,-1309.0,556,86,1,True
68548,-2737.0,1255,167,1,True
68549,-1055.0,419,73,1,True
68550,-2858.0,1277,178,1,True
68551,-2459.0,977,167,1,True
68552,-838.0,319,60,1,True
68553,-1915.0,757,131,1,True
68554,-855.0,336,60,1,True
68555,-1238.0,512,83,1,True
68556,-2351.0,968,156,1,True
68557,-1583.0,668,104,1,True
68558,-2505.0,1095,159,1,True
68559,-2135.0,896,140,1,True
68560,-3207.0,1311,213,1,True
68561,-1222.0,478,85,1,True
68562,-431.0,182,30,1,True
68563,-1434.0,555,100,1,True
68564,-1266.0,549,82,1,True
68565,-2071.0,814,142,1,True
68566,-1363.0,574,90,1,True
68567,-2281.0,916,154,1,True
68568,-2725.0,1198,172,1,True
68569,-1135.0,490,74,1,True
68570,-2513.0,1103,159,1,True
68571,-1400.0,575,94,1,True
68572,-1457.0,560,102,1,True
68573,-342.0,147,24,1,True
68574,-1132.0,496,73,1,True
68575,-1835.0,776,120,1,True
68576,-1689.0,702,112,1,True
68577,-1160.0,461,80,1,True
68578,-1578.0,708,99,1,True
68579,-1563.0,675,101,1,True
68580,-1307.0,545,87,1,True
68581,-1257.0,549,81,1,True
68582,-1151.0,434,82,1,True
68583,-1432.0,580,97,1,True
68584,-1710.0,768,107,1,True
68585,-1053.0,480,66,1,True
68586,-1018.0,454,65,1,True
68587,-2725.0,1135,179,1,True
68588,-3133.0,1381,197,1,True
68589,-758.0,302,53,1,True
68590,-1104.0,405,80,1,True
68591,-2003.0,809,135,1,True
68592,-1185.0,531,75,1,True
68593,-845.0,362,56,1,True
68594,-902.0,338,65,1,True
68595,-2801.0,1310,168,1,True
68596,-2040.0,837,136,1,True
68597,-1642.0,673,110,1,True
68598,-1011.0,420,68,1,True
68599,-833.0,323,59,1,True
68600,-2471.0,1016,164,1,True
68601,-1183.0,475,81,1,True
68602,-277.0,118,20,1,True
68603,-2350.0,922,161,1,True
68604,-1100.0,392,81,1,True
68605,-939.0,384,64,1,True
68606,-1208.0,455,86,1,True
68607,-1260.0,489,88,1,True
68608,-1239.0,486,86,1,True
68609,-1708.0,649,120,1,True
68610,-2207.0,914,146,1,True
68611,-1900.0,778,127,1,True
68612,-1595.0,635,109,1,True
68613,-1619.0,677,107,1,True
68614,-2386.0,949,162,1,True
68615,-1038.0,411,72,1,True
68616,-2639.0,1193,163,1,True
68617,-2353.0,961,157,1,True
68618,-1302.0,522,89,1,True
68619,-2196.0,912,145,1,True
68620,-2105.0,821,145,1,True
68621,-938.0,383,64,1,True
68622,-2399.0,935,165,1,True
68623,-2226.0,897,150,1,True
68624,-590.0,224,43,1,True
68625,-2081.0,824,142,1,True
68626,-2068.0,820,141,1,True
68627,-2132.0,812,149,1,True
68628,-719.0,281,51,1,True
68629,-2100.0,870,139,1,True
68630,-1066.0,403,76,1,True
68631,-1485.0,588,102,1,True
68632,-2207.0,869,151,1,True
68633,-1191.0,492,80,1,True
68634,-2124.0,921,136,1,True
68635,-2215.0,886,150,1,True
68636,-1391.0,584,92,1,True
68637,-624.0,258,43,1,True
68638,-1219.0,520,80,1,True
68639,-993.0,393,69,1,True
68640,-1574.0,677,102,1,True
68641,-1197.0,444,86,1,True
68642,-1125.0,534,68,1,True
68643,-2499.0,1008,168,1,True
68644,-1271.0,545,83,1,True
68645,-696.0,267,50,1,True
68646,-2256.0,927,150,1,True
68647,-914.0,350,65,1,True
68648,-2377.0,994,156,1,True
68649,-3516.0,1467,230,1,True
68650,-1591.0,640,108,1,True
68651,-2414.0,995,160,1,True
68652,-1221.0,504,82,1,True
68653,-1394.0,632,87,1,True
68654,-2233.0,886,152,1,True
68655,-1591.0,640,108,1,True
68656,-1528.0,541,112,1,True
68657,-1243.0,571,77,1,True
68658,-1231.0,496,84,1,True
68659,-513.0,201,37,1,True
68660,-1036.0,418,71,1,True
68661,-1607.0,656,108,1,True
68662,-1860.0,738,127,1,True
68663,-1799.0,686,126,1,True
68664,-1798.0,712,123,1,True
68665,-1085.0,449,73,1,True
68666,-1216.0,454,87,1,True
68667,-1367.0,560,92,1,True
68668,-1455.0,540,104,1,True
68669,-1576.0,652,105,1,True
68670,-1458.0,597,98,1,True
68671,-1352.0,536,93,1,True
68672,-1218.0,519,80,1,True
68673,-2572.0,1099,166,1,True
68674,-704.0,257,52,1,True
68675,-1331.0,515,93,1,True
68676,-1914.0,702,137,1,True
68677,-1379.0,536,96,1,True
68678,-2111.0,926,134,1,True
68679,-1192.0,493,80,1,True
68680,-1412.0,569,96,1,True
68681,-1469.0,599,99,1,True
68682,-767.0,284,56,1,True
68683,-2363.0,998,154,1,True
68684,-1179.0,471,81,1,True
68685,-2674.0,1147,172,1,True
68686,-1569.0,600,110,1,True
68687,-2245.0,898,152,1,True
68688,-832.0,331,58,1,True
68689,-863.0,353,59,1,True
68690,-2706.0,1278,161,1,True
68691,-2838.0,1203,184,1,True
68692,-937.0,400,62,1,True
68693,-1987.0,820,132,1,True
68694,-1345.0,583,87,1,True
68695,-811.0,301,59,1,True
68696,-1433.0,554,100,1,True
68697,-1455.0,576,100,1,True
68698,-959.0,386,66,1,True
68699,-1180.0,436,85,1,True
68700,-921.0,393,61,1,True
68701,-1446.0,585,98,1,True
68702,-2562.0,1125,162,1,True
68703,-1956.0,807,130,1,True
68704,-1036.0,418,71,1,True
68705,-2203.0,910,146,1,True
68706,-1717.0,712,114,1,True
68707,-1354.0,583,88,1,True
68708,-2614.0,1114,169,1,True
68709,-2465.0,1037,161,1,True
68710,-1428.0,576,97,1,True
68711,-850.0,331,60,1,True
68712,-2294.0,920,155,1,True
68713,-2717.0,1199,171,1,True
68714,-1399.0,547,97,1,True
68715,-1581.0,630,108,1,True
68716,-707.0,260,52,1,True
68717,-1012.0,403,70,1,True
68718,-1693.0,769,105,1,True
68719,-2387.0,950,162,1,True
68720,-1499.0,611,101,1,True
68721,-1876.0,808,121,1,True
68722,-1821.0,726,124,1,True
68723,-1789.0,721,121,1,True
68724,-1002.0,402,69,1,True
68725,-2666.0,1157,170,1,True
68726,-2506.0,1096,159,1,True
68727,-1647.0,696,108,1,True
68728,-1207.0,499,81,1,True
68729,-2191.0,871,149,1,True
68730,-1547.0,668,100,1,True
68731,-2388.0,996,157,1,True
68732,-1280.0,563,82,1,True
68733,-1471.0,619,97,1,True
68734,-898.0,352,63,1,True
68735,-1637.0,677,109,1,True
68736,-1356.0,522,95,1,True
68737,-1862.0,857,114,1,True
68738,-1022.0,431,68,1,True
68739,-1932.0,747,134,1,True
68740,-713.0,266,52,1,True
68741,-1279.0,562,82,1,True
68742,-1129.0,502,72,1,True
68743,-1242.0,561,78,1,True
68744,-2473.0,1000,166,1,True
68745,-1334.0,545,90,1,True
68746,-2799.0,1128,188,1,True
68747,-2960.0,1226,195,1,True
68748,-2788.0,1243,174,1,True
68749,-611.0,245,43,1,True
68750,-1690.0,685,114,1,True
68751,-2127.0,870,142,1,True
68752,-2605.0,1105,169,1,True
68753,-1771.0,703,121,1,True
68754,-2061.0,795,143,1,True
68755,-1423.0,589,95,1,True
68756,-1387.0,490,102,1,True
68757,-1547.0,623,105,1,True
68758,-1938.0,834,125,1,True
68759,-1180.0,472,81,1,True
68760,-2649.0,1059,179,1,True
68761,-1255.0,511,85,1,True
68762,-660.0,258,47,1,True
68763,-1115.0,425,79,1,True
68764,-1087.0,487,69,1,True
68765,-2445.0,1107,151,1,True
68766,-1894.0,781,126,1,True
68767,-1805.0,755,119,1,True
68768,-2543.0,1052,168,1,True
68769,-1190.0,491,80,1,True
68770,-2374.0,964,159,1,True
68771,-1361.0,554,92,1,True
68772,-2305.0,886,160,1,True
68773,-1907.0,794,126,1,True
68774,-1198.0,490,81,1,True
68775,-2630.0,1112,171,1,True
68776,-2178.0,876,147,1,True
68777,-1421.0,587,95,1,True
68778,-1303.0,550,86,1,True
68779,-1352.0,527,94,1,True
68780,-1887.0,792,124,1,True
68781,-1656.0,714,107,1,True
68782,-2867.0,1232,184,1,True
68783,-1688.0,710,111,1,True
68784,-1253.0,482,88,1,True
68785,-1846.0,724,127,1,True
68786,-1148.0,449,80,1,True
68787,-1343.0,554,90,1,True
68788,-1398.0,555,96,1,True
68789,-2193.0,873,149,1,True
68790,-1653.0,711,107,1,True
68791,-1744.0,793,108,1,True
68792,-2669.0,1178,168,1,True
68793,-1530.0,588,107,1,True
68794,-1549.0,661,101,1,True
68795,-1118.0,509,70,1,True
68796,-2336.0,998,151,1,True
68797,-2004.0,882,127,1,True
68798,-1351.0,535,93,1,True
68799,-1029.0,438,68,1,True
68800,-2698.0,1234,165,1,True
68801,-754.0,289,54,1,True
68802,-1464.0,585,100,1,True
68803,-1536.0,603,106,1,True
68804,-835.0,343,57,1,True
68805,-1426.0,520,103,1,True
68806,-1674.0,696,111,1,True
68807,-1641.0,708,106,1,True
68808,-1497.0,663,95,1,True
68809,-1807.0,784,116,1,True
68810,-1673.0,677,113,1,True
68811,-2257.0,883,155,1,True
68812,-1273.0,511,87,1,True
68813,-1282.0,502,89,1,True
68814,-1000.0,382,71,1,True
68815,-1790.0,668,127,1,True
68816,-1569.0,654,104,1,True
68817,-1297.0,526,88,1,True
68818,-987.0,378,70,1,True
68819,-1400.0,584,93,1,True
68820,-1163.0,428,84,1,True
68821,-1991.0,743,141,1,True
68822,-813.0,321,57,1,True
68823,-1728.0,732,113,1,True
68824,-2467.0,1012,164,1,True
68825,-1478.0,671,92,1,True
68826,-2498.0,1106,157,1,True
68827,-3088.0,1273,204,1,True
68828,-2677.0,1069,181,1,True
68829,-526.0,214,37,1,True
68830,-1583.0,641,107,1,True
68831,-1279.0,553,83,1,True
68832,-809.0,317,57,1,True
68833,-1685.0,707,111,1,True
68834,-2585.0,1094,168,1,True
68835,-2541.0,1104,162,1,True
68836,-1259.0,488,88,1,True
68837,-1121.0,494,72,1,True
68838,-1624.0,700,105,1,True
68839,-1766.0,743,116,1,True
68840,-2218.0,934,145,1,True
68841,-1393.0,649,85,1,True
68842,-996.0,441,64,1,True
68843,-1759.0,700,120,1,True
68844,-2264.0,917,152,1,True
68845,-1013.0,359,75,1,True
68846,-1692.0,741,108,1,True
68847,-1191.0,519,77,1,True
68848,-1557.0,615,107,1,True
68849,-870.0,333,62,1,True
68850,-2225.0,986,140,1,True
68851,-1011.0,402,70,1,True
68852,-2325.0,987,151,1,True
68853,-1681.0,685,113,1,True
68854,-1394.0,596,91,1,True
68855,-1168.0,514,75,1,True
68856,-2707.0,1180,172,1,True
68857,-942.0,387,64,1,True
68858,-1565.0,632,106,1,True
68859,-1264.0,511,86,1,True
68860,-1715.0,683,117,1,True
68861,-2312.0,1037,144,1,True
68862,-2316.0,942,155,1,True
68863,-1103.0,494,70,1,True
68864,-2437.0,1009,161,1,True
68865,-2435.0,998,162,1,True
68866,-3426.0,1395,228,1,True
68867,-2322.0,966,153,1,True
68868,-1263.0,465,91,1,True
68869,-1540.0,616,105,1,True
68870,-2480.0,1025,164,1,True
68871,-1103.0,440,76,1,True
68872,-1189.0,472,82,1,True
68873,-747.0,291,53,1,True
68874,-945.0,399,63,1,True
68875,-490.0,196,35,1,True
68876,-1428.0,558,99,1,True
68877,-1026.0,417,70,1,True
68878,-1408.0,601,92,1,True
68879,-1258.0,541,82,1,True
68880,-3417.0,1500,213,0,False
68881,-2434.0,1060,155,1,True
68882,-2378.0,896,167,1,True
68883,-1387.0,517,99,1,True
68884,-2276.0,920,153,1,True
68885,-1411.0,595,93,1,True
68886,-812.0,311,58,1,True
68887,-2619.0,1155,165,1,True
68888,-1453.0,637,93,1,True
68889,-1321.0,568,86,1,True
68890,-1878.0,774,125,1,True
68891,-1673.0,695,111,1,True
68892,-1361.0,572,90,1,True
68893,-2454.0,990,165,1,True
68894,-1550.0,626,105,1,True
68895,-1659.0,762,102,1,True
68896,-1234.0,472,87,1,True
68897,-1317.0,501,93,1,True
68898,-1398.0,591,92,1,True
68899,-1047.0,411,73,1,True
68900,-383.0,152,28,1,True
68901,-1062.0,426,73,1,True
68902,-1897.0,802,124,1,True
68903,-1068.0,459,70,1,True
68904,-987.0,423,65,1,True
68905,-878.0,314,65,1,True
68906,-1101.0,465,73,1,True
68907,-1993.0,808,134,1,True
68908,-1346.0,575,88,1,True
68909,-1116.0,435,78,1,True
68910,-1243.0,499,85,1,True
68911,-1298.0,545,86,1,True
68912,-1731.0,681,119,1,True
68913,-2358.0,903,164,1,True
68914,-1367.0,551,93,1,True
68915,-2787.0,1197,179,1,True
68916,-951.0,369,67,1,True
68917,-1472.0,602,99,1,True
68918,-2500.0,1009,168,1,True
68919,-1157.0,449,81,1,True
68920,-1265.0,476,90,1,True
68921,-1287.0,543,85,1,True
68922,-1145.0,437,81,1,True
68923,-2154.0,888,143,1,True
68924,-890.0,389,58,1,True
68925,-3345.0,1431,215,1,True
68926,-1443.0,555,101,1,True
68927,-1290.0,546,85,1,True
68928,-1068.0,423,74,1,True
68929,-926.0,380,63,1,True
68930,-1077.0,414,76,1,True
68931,-2227.0,844,156,1,True
68932,-2173.0,880,146,1,True
68933,-1440.0,615,94,1,True
68934,-3292.0,1333,220,1,True
68935,-1897.0,757,129,1,True
68936,-860.0,323,62,1,True
68937,-1332.0,552,89,1,True
68938,-2688.0,1188,169,1,True
68939,-960.0,387,66,1,True
68940,-1315.0,535,89,1,True
68941,-1113.0,468,74,1,True
68942,-934.0,361,66,1,True
68943,-2435.0,971,165,1,True
68944,-2638.0,1111,172,1,True
68945,-1053.0,390,76,1,True
68946,-611.0,254,42,1,True
68947,-1581.0,648,106,1,True
68948,-1000.0,400,69,1,True
68949,-745.0,280,54,1,True
68950,-2170.0,868,147,1,True
68951,-439.0,208,28,1,True
68952,-882.0,318,65,1,True
68953,-1260.0,516,85,1,True
68954,-837.0,345,57,1,True
68955,-1214.0,524,79,1,True
68956,-1321.0,478,96,1,True
68957,-1216.0,481,84,1,True
68958,-1349.0,569,89,1,True
68959,-2400.0,945,164,1,True
68960,-1271.0,545,83,1,True
68961,-2318.0,962,153,1,True
68962,-1197.0,507,79,1,True
68963,-2507.0,1016,168,1,True
68964,-1559.0,671,101,1,True
68965,-2511.0,1056,164,1,True
68966,-2697.0,1107,179,1,True
68967,-1251.0,516,84,1,True
68968,-1070.0,425,74,1,True
68969,-2146.0,880,143,1,True
68970,-2494.0,1030,165,1,True
68971,-1333.0,499,95,1,True
68972,-2472.0,999,166,1,True
68973,-1110.0,465,74,1,True
68974,-442.0,202,29,1,True
68975,-2474.0,1064,159,1,True
68976,-2234.0,878,153,1,True
68977,-47.0,50,2,1,True
68978,-1429.0,541,101,1,True
68979,-2406.0,951,164,1,True
68980,-736.0,298,51,1,True
68981,-1572.0,657,104,1,True
68982,-510.0,207,36,1,True
68983,-1255.0,493,87,1,True
68984,-2359.0,1003,153,1,True
68985,-1976.0,782,135,1,True
68986,-2684.0,1193,168,1,True
68987,-2155.0,907,141,1,True
68988,-1027.0,418,70,1,True
68989,-1735.0,748,112,1,True
68990,-2068.0,793,144,1,True
68991,-1732.0,709,116,1,True
68992,-3408.0,1449,220,1,True
68993,-772.0,307,54,1,True
68994,-944.0,380,65,1,True
68995,-1646.0,713,106,1,True
68996,-1652.0,737,104,1,True
68997,-676.0,274,47,1,True
68998,-1299.0,546,86,1,True
68999,-1027.0,409,71,1,True
69000,-2423.0,1004,160,1,True
69001,-1792.0,697,124,1,True
69002,-1695.0,699,113,1,True
69003,-1530.0,633,102,1,True
69004,-1344.0,600,85,1,True
69005,-1237.0,529,81,1,True
69006,-970.0,397,66,1,True
69007,-1141.0,478,76,1,True
69008,-1293.0,513,89,1,True
69009,-1326.0,546,89,1,True
69010,-2474.0,1037,162,1,True
69011,-2053.0,832,138,1,True
69012,-1449.0,615,95,1,True
69013,-1271.0,464,92,1,True
69014,-1393.0,532,98,1,True
69015,-1980.0,786,135,1,True
69016,-1226.0,473,86,1,True
69017,-704.0,284,49,1,True
69018,-828.0,309,60,1,True
69019,-2443.0,979,165,1,True
69020,-1253.0,491,87,1,True
69021,-2274.0,918,153,1,True
69022,-1648.0,679,110,1,True
69023,-933.0,378,64,1,True
69024,-760.0,277,56,1,True
69025,-1511.0,659,97,1,True
69026,-1447.0,604,96,1,True
69027,-1354.0,601,86,1,True
69028,-2210.0,890,149,1,True
69029,-1141.0,478,76,1,True
69030,-2690.0,1172,171,1,True
69031,-1969.0,820,130,1,True
69032,-987.0,432,64,1,True
69033,-1661.0,800,98,1,True
69034,-998.0,416,67,1,True
69035,-1241.0,470,88,1,True
69036,-2478.0,1023,164,1,True
69037,-1793.0,716,122,1,True
69038,-1044.0,381,76,1,True
69039,-1511.0,587,105,1,True
69040,-2381.0,1007,155,1,True
69041,-679.0,259,49,1,True
69042,-1247.0,467,89,1,True
69043,-3132.0,1254,211,1,True
69044,-1279.0,508,88,1,True
69045,-1609.0,676,106,1,True
69046,-1662.0,702,109,1,True
69047,-2396.0,941,164,1,True
69048,-766.0,328,51,1,True
69049,-1255.0,502,86,1,True
69050,-1309.0,538,88,1,True
69051,-1817.0,704,126,1,True
69052,-2566.0,1138,161,1,True
69053,-2415.0,1014,158,1,True
69054,-1247.0,494,86,1,True
69055,-937.0,346,68,1,True
69056,-1443.0,627,93,1,True
69057,-2236.0,934,147,1,True
69058,-884.0,329,64,1,True
69059,-2177.0,875,147,1,True
69060,-1174.0,448,83,1,True
69061,-2545.0,1054,168,1,True
69062,-1705.0,673,117,1,True
69063,-1415.0,563,97,1,True
69064,-1730.0,698,117,1,True
69065,-1400.0,512,101,1,True
69066,-1519.0,595,105,1,True
69067,-1245.0,483,87,1,True
69068,-1205.0,497,81,1,True
69069,-1576.0,724,97,1,True
69070,-810.0,300,59,1,True
69071,-1511.0,650,98,1,True
69072,-2375.0,1001,155,1,True
69073,-1243.0,517,83,1,True
69074,-1241.0,470,88,1,True
69075,-1260.0,516,85,1,True
69076,-1755.0,705,119,1,True
69077,-1289.0,527,87,1,True
69078,-1289.0,536,86,1,True
69079,-1951.0,820,128,1,True
69080,-3498.0,1500,222,0,False
69081,-1490.0,647,96,1,True
69082,-459.0,201,31,1,True
69083,-2608.0,1144,165,1,True
69084,-953.0,362,68,1,True
69085,-2428.0,1009,160,1,True
69086,-1533.0,645,101,1,True
69087,-2120.0,890,139,1,True
69088,-1269.0,498,88,1,True
69089,-2079.0,822,142,1,True
69090,-844.0,334,59,1,True
69091,-2536.0,1063,166,1,True
69092,-1499.0,683,93,1,True
69093,-1522.0,616,103,1,True
69094,-263.0,122,18,1,True
69095,-1029.0,501,61,1,True
69096,-1073.0,464,70,1,True
69097,-1671.0,693,111,1,True
69098,-917.0,425,57,1,True
69099,-2417.0,989,161,1,True
69100,-2486.0,1058,161,1,True
69101,-998.0,398,69,1,True
69102,-1537.0,640,102,1,True
69103,-1433.0,581,97,1,True
69104,-1299.0,537,87,1,True
69105,-1477.0,571,103,1,True
69106,-1410.0,576,95,1,True
69107,-1374.0,549,94,1,True
69108,-607.0,250,42,1,True
69109,-2392.0,955,162,1,True
69110,-1413.0,543,99,1,True
69111,-1273.0,466,92,1,True
69112,-1356.0,549,92,1,True
69113,-1438.0,604,95,1,True
69114,-1035.0,471,65,1,True
69115,-904.0,331,66,1,True
69116,-1418.0,548,99,1,True
69117,-2339.0,938,158,1,True
69118,-1278.0,507,88,1,True
69119,-1786.0,682,125,1,True
69120,-1511.0,587,105,1,True
69121,-1050.0,423,72,1,True
69122,-2678.0,1187,168,1,True
69123,-1905.0,765,129,1,True
69124,-2774.0,1283,168,1,True
69125,-3315.0,1338,222,1,True
69126,-1405.0,580,94,1,True
69127,-864.0,354,59,1,True
69128,-1557.0,597,109,1,True
69129,-3489.0,1500,221,0,False
69130,-1043.0,443,69,1,True
69131,-2329.0,1000,150,1,True
69132,-2138.0,854,145,1,True
69133,-2478.0,1059,160,1,True
69134,-1965.0,762,136,1,True
69135,-988.0,379,70,1,True
69136,-603.0,237,43,1,True
69137,-1737.0,723,115,1,True
69138,-1354.0,520,95,1,True
69139,-2701.0,1147,175,1,True
69140,-2630.0,1121,170,1,True
69141,-1636.0,712,105,1,True
69142,-1057.0,421,73,1,True
69143,-1373.0,530,96,1,True
69144,-2533.0,1060,166,1,True
