Episode,TotalReward,Steps,Drop,Delivered,Rollbacks
58326,-834.0,1000,0,0,166
58327,-382.0,495,0,1,92
58328,-842.0,1000,0,0,158
58329,-359.0,458,0,1,78
58330,-312.0,407,0,1,74
58331,-221.0,297,0,1,55
58332,-404.0,492,0,1,67
58333,-851.0,1000,0,0,149
58334,-851.0,1000,0,0,149
58335,-296.0,385,0,1,68
58336,-542.0,673,0,1,110
58337,-513.0,648,0,1,114
58338,-846.0,1000,0,0,154
58339,-149.0,218,0,1,48
58340,-317.0,382,2,1,62
58341,-771.0,954,0,1,162
58342,-490.0,601,0,1,90
58343,-522.0,648,0,1,105
58344,-475.0,590,0,1,94
58345,-577.0,731,0,1,133
58346,-313.0,402,0,1,68
58347,-382.0,492,0,1,89
58348,-188.0,260,0,1,51
58349,-545.0,669,0,1,103
58350,-334.0,420,0,1,65
58351,-837.0,1000,0,0,163
58352,-771.0,953,0,1,161
58353,-325.0,417,0,1,71
58354,-218.0,292,0,1,53
58355,-610.0,758,0,1,127
58356,-327.0,420,0,1,72
58357,-440.0,541,0,1,80
58358,-807.0,982,0,1,154
58359,-227.0,301,0,1,53
58360,-849.0,1000,0,0,151
58361,-753.0,925,0,1,151
58362,-337.0,435,0,1,77
58363,-843.0,1000,0,0,157
58364,-357.0,467,0,1,89
58365,-386.0,504,0,1,97
58366,-714.0,885,0,1,150
58367,-763.0,928,0,1,144
58368,-834.0,1000,0,0,166
58369,-850.0,1000,0,0,150
58370,-340.0,440,0,1,79
58371,-415.0,528,0,1,92
58372,-845.0,1000,0,0,155
58373,-172.0,242,0,1,49
58374,-842.0,1000,0,0,158
58375,-309.0,401,0,1,71
58376,-448.0,560,0,1,91
58377,-301.0,391,0,1,69
58378,-842.0,1000,0,0,158
58379,-863.0,1000,1,0,146
58380,-205.0,275,0,1,49
58381,-589.0,706,0,1,96
58382,-839.0,1000,0,0,161
58383,-492.0,626,0,1,113
58384,-252.0,323,0,1,50
58385,-532.0,653,0,1,100
58386,-310.0,402,0,1,71
58387,-75.0,111,0,1,15
58388,-704.0,847,1,1,131
58389,-694.0,861,0,1,146
58390,-480.0,591,0,1,90
58391,-418.0,526,0,1,87
58392,-817.0,1000,0,0,183
58393,-316.0,412,0,1,75
58394,-854.0,1000,0,0,146
58395,-838.0,1000,0,0,162
58396,-707.0,862,0,1,134
58397,-727.0,903,0,1,155
58398,-215.0,303,0,1,67
58399,-663.0,788,0,1,104
58400,-284.0,368,0,1,63
58401,-843.0,1000,0,0,157
58402,-846.0,1000,0,0,154
58403,-586.0,711,0,1,104
58404,-257.0,340,0,1,62
58405,-140.0,198,0,1,37
58406,-340.0,427,0,1,66
58407,-659.0,827,0,1,147
58408,-837.0,1000,0,0,163
58409,-391.0,497,0,1,85
58410,-704.0,870,0,1,145
58411,-404.0,503,1,1,87
58412,-327.0,423,0,1,75
58413,-387.0,467,0,1,59
58414,-284.0,379,0,1,74
58415,-437.0,554,0,1,96
58416,-708.0,870,0,1,141
58417,-317.0,418,0,1,80
58418,-319.0,404,0,1,64
58419,-850.0,1000,0,0,150
58420,-783.0,958,0,1,154
58421,-408.0,510,0,1,81
58422,-638.0,798,0,1,139
58423,-360.0,470,0,1,89
58424,-293.0,375,0,1,61
58425,-849.0,1000,0,0,151
58426,-413.0,528,0,1,94
58427,-321.0,430,0,1,88
58428,-479.0,598,0,1,98
58429,-429.0,542,0,1,92
58430,-845.0,1000,0,0,155
58431,-291.0,385,0,1,73
58432,-847.0,1000,0,0,153
58433,-527.0,635,0,1,87
58434,-292.0,369,0,1,56
58435,-500.0,610,0,1,89
58436,-190.0,254,0,1,43
58437,-633.0,749,0,1,95
58438,-835.0,1000,0,0,165
58439,-859.0,1000,1,0,150
58440,-850.0,1000,0,0,150
58441,-333.0,427,0,1,73
58442,-195.0,263,0,1,47
58443,-802.0,988,0,1,165
58444,-408.0,512,0,1,83
58445,-734.0,911,0,1,156
58446,-822.0,1000,0,0,178
58447,-657.0,810,0,1,132
58448,-585.0,721,0,1,115
58449,-684.0,859,0,1,154
58450,-375.0,473,0,1,77
58451,-517.0,634,0,1,96
58452,-355.0,459,0,1,83
58453,-484.0,603,0,1,98
58454,-447.0,566,0,1,98
58455,-432.0,554,0,1,101
58456,-852.0,1000,0,0,148
58457,-447.0,573,0,1,105
58458,-376.0,468,0,1,71
58459,-290.0,371,0,1,60
58460,-862.0,1000,0,0,138
58461,-149.0,208,0,1,38
58462,-412.0,531,0,1,98
58463,-505.0,633,0,1,107
58464,-720.0,876,0,1,135
58465,-336.0,439,0,1,82
58466,-465.0,583,0,1,97
58467,-408.0,532,0,1,103
58468,-176.0,230,0,1,33
58469,-375.0,481,0,1,85
58470,-847.0,1000,0,0,153
58471,-168.0,228,0,1,39
58472,-222.0,294,0,1,51
58473,-275.0,363,0,1,67
58474,-244.0,322,0,1,57
58475,-335.0,425,0,1,69
58476,-525.0,648,0,1,102
58477,-856.0,1000,0,0,144
58478,-401.0,506,0,1,84
58479,-819.0,1000,0,0,181
58480,-152.0,220,0,1,47
58481,-338.0,446,0,1,87
58482,-833.0,1000,0,0,167
58483,-158.0,211,0,1,32
58484,-220.0,296,0,1,55
58485,-815.0,1000,0,0,185
58486,-643.0,800,0,1,136
58487,-848.0,1000,0,0,152
58488,-296.0,392,0,1,75
58489,-288.0,373,0,1,64
58490,-137.0,187,0,1,29
58491,-467.0,587,0,1,99
58492,-809.0,981,0,1,151
58493,-276.0,361,0,1,64
58494,-435.0,549,0,1,93
58495,-739.0,920,0,1,160
58496,-867.0,1000,0,0,133
58497,-120.0,173,0,1,32
58498,-137.0,192,0,1,34
58499,-434.0,534,0,1,79
58500,-355.0,462,0,1,86
58501,-582.0,706,0,1,103
58502,-436.0,561,0,1,104
58503,-850.0,1000,0,0,150
58504,-841.0,1000,0,0,159
58505,-208.0,287,0,1,58
58506,-706.0,857,0,1,130
58507,-841.0,1000,0,0,159
58508,-613.0,718,1,1,93
58509,-306.0,408,0,1,81
58510,-512.0,624,0,1,91
58511,-687.0,860,0,1,152
58512,-838.0,1000,0,0,162
58513,-575.0,736,0,1,140
58514,-309.0,404,0,1,74
58515,-545.0,688,0,1,122
58516,-616.0,761,0,1,124
58517,-689.0,848,0,1,138
58518,-836.0,1000,0,0,164
58519,-484.0,610,0,1,105
58520,-362.0,468,0,1,85
58521,-847.0,1000,0,0,153
58522,-399.0,516,0,1,96
58523,-823.0,1000,0,0,177
58524,-847.0,1000,0,0,153
58525,-153.0,201,0,1,27
58526,-579.0,710,0,1,110
58527,-321.0,410,0,1,68
58528,-859.0,1000,1,0,150
58529,-859.0,1000,0,0,141
58530,-844.0,1000,0,0,156
58531,-853.0,1000,0,0,147
58532,-204.0,269,0,1,44
58533,-792.0,968,0,1,155
58534,-842.0,1000,0,0,158
58535,-676.0,798,0,1,101
58536,-520.0,658,0,1,117
58537,-353.0,461,0,1,87
58538,-807.0,985,0,1,157
58539,-773.0,955,0,1,161
58540,-167.0,217,0,1,29
58541,-859.0,1000,0,0,141
58542,-324.0,414,0,1,69
58543,-528.0,655,0,1,106
58544,-144.0,200,0,1,35
58545,-657.0,826,0,1,148
58546,-846.0,1000,0,0,154
58547,-851.0,1000,0,0,149
58548,-302.0,399,0,1,76
58549,-867.0,1000,0,0,133
58550,-312.0,391,0,1,58
58551,-411.0,520,0,1,88
58552,-282.0,360,0,1,57
58553,-794.0,968,0,1,153
58554,-443.0,548,0,1,84
58555,-853.0,1000,1,0,156
58556,-361.0,452,0,1,70
58557,-848.0,1000,0,0,152
58558,-855.0,1000,0,0,145
58559,-589.0,739,0,1,129
58560,-396.0,517,0,1,100
58561,-291.0,373,0,1,61
58562,-252.0,330,0,1,57
58563,-353.0,456,0,1,82
58564,-201.0,271,0,1,49
58565,-326.0,416,0,1,69
58566,-843.0,1000,0,0,157
58567,-840.0,1000,0,0,160
58568,-543.0,641,0,1,77
58569,-410.0,517,0,1,86
58570,-676.0,835,0,1,138
58571,-853.0,1000,0,0,147
58572,-284.0,372,0,1,67
58573,-844.0,1000,0,0,156
58574,-323.0,421,0,1,77
58575,-842.0,1000,0,0,158
58576,-837.0,1000,0,0,163
58577,-759.0,940,0,1,160
58578,-222.0,293,0,1,50
58579,-284.0,363,0,1,58
58580,-423.0,540,0,1,96
58581,-393.0,501,0,1,87
58582,-311.0,409,0,1,77
58583,-732.0,901,0,1,148
58584,-792.0,973,0,1,160
58585,-528.0,637,0,1,88
58586,-496.0,619,0,1,102
58587,-856.0,1000,0,0,144
58588,-445.0,562,0,1,96
58589,-832.0,1000,0,0,168
58590,-300.0,397,0,1,76
58591,-624.0,767,0,1,122
58592,-826.0,996,0,1,149
58593,-415.0,521,0,1,85
58594,-834.0,1000,0,0,166
58595,-839.0,1000,0,0,161
58596,-344.0,449,0,1,84
58597,-795.0,958,0,1,142
58598,-849.0,1000,0,0,151
58599,-803.0,990,0,1,166
58600,-333.0,420,0,1,66
58601,-93.0,130,0,1,16
58602,-793.0,953,0,1,139
58603,-229.0,308,0,1,58
58604,-857.0,1000,0,0,143
58605,-168.0,228,0,1,39
58606,-601.0,729,0,1,107
58607,-834.0,1000,0,0,166
58608,-783.0,966,0,1,162
58609,-392.0,499,0,1,86
58610,-848.0,1000,1,0,161
58611,-855.0,1000,0,0,145
58612,-347.0,461,0,1,93
58613,-452.0,553,0,1,80
58614,-860.0,1000,0,0,140
58615,-587.0,735,0,1,127
58616,-854.0,1000,0,0,146
58617,-331.0,419,0,1,67
58618,-417.0,514,0,1,76
58619,-772.0,956,0,1,163
58620,-776.0,946,0,1,149
58621,-294.0,389,0,1,74
58622,-825.0,993,1,1,156
58623,-582.0,728,0,1,125
58624,-242.0,320,0,1,57
58625,-483.0,611,0,1,107
58626,-859.0,1000,0,0,141
58627,-426.0,533,0,1,86
58628,-839.0,1000,0,0,161
58629,-523.0,638,1,1,103
58630,-869.0,1000,0,0,131
58631,-419.0,538,0,1,98
58632,-841.0,1000,0,0,159
58633,-305.0,393,0,1,67
58634,-808.0,989,0,1,160
58635,-762.0,944,0,1,161
58636,-848.0,1000,0,0,152
58637,-850.0,1000,0,0,150
58638,-773.0,954,0,1,160
58639,-849.0,1000,0,0,151
58640,-865.0,1000,0,0,135
58641,-844.0,1000,0,0,156
58642,-354.0,456,0,1,81
58643,-160.0,215,0,1,34
58644,-233.0,308,0,1,54
58645,-842.0,1000,0,0,158
58646,-768.0,950,0,1,161
58647,-832.0,1000,0,0,168
58648,-843.0,1000,0,0,157
58649,-538.0,673,0,1,114
58650,-851.0,1000,0,0,149
58651,-455.0,565,0,1,89
58652,-771.0,945,0,1,153
58653,-846.0,1000,0,0,154
58654,-581.0,729,0,1,127
58655,-412.0,520,0,1,87
58656,-813.0,971,0,1,137
58657,-303.0,390,0,1,66
58658,-751.0,926,0,1,154
58659,-406.0,512,0,1,85
58660,-840.0,1000,0,0,160
58661,-356.0,455,0,1,78
58662,-858.0,1000,0,0,142
58663,-858.0,1000,0,0,142
58664,-844.0,1000,0,0,156
58665,-459.0,565,0,1,85
58666,-495.0,591,0,1,75
58667,-354.0,453,0,1,78
58668,-788.0,966,0,1,157
58669,-785.0,967,0,1,161
58670,-338.0,431,0,1,72
58671,-441.0,563,0,1,101
58672,-862.0,1000,0,0,138
58673,-688.0,864,0,1,155
58674,-510.0,611,0,1,80
58675,-390.0,496,0,1,85
58676,-846.0,1000,0,0,154
58677,-846.0,1000,0,0,154
58678,-834.0,1000,0,0,166
58679,-249.0,324,0,1,54
58680,-416.0,527,0,1,90
58681,-342.0,428,0,1,65
58682,-482.0,601,0,1,98
58683,-349.0,442,0,1,72
58684,-848.0,1000,0,0,152
58685,-844.0,1000,0,0,156
58686,-377.0,479,0,1,81
58687,-386.0,500,0,1,93
58688,-456.0,557,0,1,80
58689,-325.0,437,0,1,91
58690,-407.0,507,0,1,79
58691,-830.0,1000,0,0,170
58692,-821.0,1000,0,0,179
58693,-371.0,462,0,1,70
58694,-471.0,578,0,1,86
58695,-849.0,1000,0,0,151
58696,-851.0,1000,0,0,149
58697,-775.0,957,0,1,161
58698,-191.0,260,0,1,48
58699,-848.0,1000,0,0,152
58700,-314.0,402,0,1,67
58701,-337.0,441,0,1,83
58702,-332.0,431,0,1,78
58703,-302.0,387,0,1,64
58704,-365.0,483,0,1,97
58705,-810.0,985,0,1,154
58706,-755.0,932,0,1,156
58707,-852.0,1000,0,0,148
58708,-627.0,787,0,1,139
58709,-859.0,1000,0,0,141
58710,-800.0,985,0,1,164
58711,-186.0,261,0,1,54
58712,-427.0,545,0,1,97
58713,-386.0,494,0,1,87
58714,-298.0,399,0,1,80
58715,-783.0,970,0,1,166
58716,-394.0,509,0,1,94
58717,-841.0,1000,0,0,159
58718,-844.0,1000,0,0,156
58719,-525.0,642,0,1,96
58720,-586.0,737,0,1,130
58721,-194.0,265,0,1,50
58722,-837.0,1000,0,0,163
58723,-463.0,587,0,1,103
58724,-629.0,780,0,1,130
58725,-274.0,361,0,1,66
58726,-809.0,990,0,1,160
58727,-344.0,435,0,1,70
58728,-223.0,288,0,1,44
58729,-87.0,135,0,1,27
58730,-383.0,500,0,1,96
58731,-312.0,393,0,1,60
58732,-567.0,705,0,1,117
58733,-260.0,350,0,1,69
58734,-368.0,449,0,1,60
58735,-697.0,860,0,1,142
58736,-203.0,275,0,1,51
58737,-417.0,528,0,1,90
58738,-516.0,633,0,1,96
58739,-819.0,978,0,1,138
58740,-326.0,415,0,1,68
58741,-849.0,1000,0,0,151
58742,-507.0,641,0,1,113
58743,-689.0,845,1,1,144
58744,-855.0,1000,0,0,145
58745,-824.0,999,0,1,154
58746,-361.0,464,0,1,82
58747,-799.0,960,0,1,140
58748,-380.0,488,0,1,87
58749,-849.0,1000,0,0,151
58750,-589.0,710,1,1,109
58751,-462.0,574,0,1,91
58752,-391.0,505,0,1,93
58753,-828.0,994,0,1,145
58754,-840.0,1000,0,0,160
58755,-851.0,1000,0,0,149
58756,-630.0,788,0,1,137
58757,-621.0,763,1,1,130
58758,-853.0,1000,0,0,147
58759,-473.0,585,0,1,91
58760,-322.0,409,0,1,66
58761,-341.0,424,0,1,62
58762,-235.0,316,0,1,60
58763,-851.0,1000,0,0,149
58764,-824.0,1000,0,0,176
58765,-817.0,1000,0,0,183
58766,-833.0,1000,0,0,167
58767,-292.0,385,0,1,72
58768,-876.0,1000,2,0,142
58769,-325.0,426,0,1,80
58770,-852.0,1000,0,0,148
58771,-393.0,500,0,1,86
58772,-798.0,984,0,1,165
58773,-358.0,442,0,1,63
58774,-395.0,482,0,1,66
58775,-398.0,514,0,1,95
58776,-528.0,673,0,1,124
58777,-238.0,313,0,1,54
58778,-858.0,1000,0,0,142
58779,-345.0,428,0,1,62
58780,-695.0,863,1,1,156
58781,-161.0,235,0,1,53
58782,-449.0,552,0,1,82
58783,-446.0,557,0,1,90
58784,-794.0,973,0,1,158
58785,-717.0,908,0,1,170
58786,-214.0,289,0,1,54
58787,-611.0,731,1,1,108
58788,-323.0,431,0,1,87
58789,-410.0,518,0,1,87
58790,-326.0,424,0,1,77
58791,-844.0,1000,0,0,156
58792,-845.0,1000,0,0,155
58793,-261.0,340,0,1,58
58794,-547.0,681,0,1,113
58795,-837.0,1000,0,0,163
58796,-684.0,855,0,1,150
58797,-642.0,805,0,1,142
58798,-445.0,550,0,1,84
58799,-844.0,1000,0,0,156
58800,-800.0,995,0,1,174
58801,-469.0,579,0,1,89
58802,-277.0,368,0,1,70
58803,-485.0,612,0,1,106
58804,-797.0,976,0,1,158
58805,-843.0,1000,0,0,157
58806,-526.0,652,0,1,105
58807,-761.0,935,0,1,153
58808,-476.0,595,0,1,98
58809,-309.0,394,0,1,64
58810,-410.0,506,0,1,75
58811,-702.0,854,0,1,131
58812,-493.0,602,0,1,88
58813,-375.0,473,0,1,77
58814,-190.0,260,0,1,49
58815,-806.0,981,0,1,154
58816,-455.0,581,0,1,105
58817,-843.0,1000,1,0,166
58818,-326.0,422,0,1,75
58819,-390.0,496,0,1,85
58820,-793.0,970,0,1,156
58821,-484.0,609,0,1,104
58822,-508.0,644,0,1,115
58823,-744.0,928,0,1,163
58824,-835.0,1000,0,0,165
58825,-316.0,412,0,1,75
58826,-422.0,525,0,1,82
58827,-557.0,680,0,1,102
58828,-288.0,389,0,1,80
58829,-410.0,502,0,1,71
58830,-860.0,1000,0,0,140
58831,-367.0,471,0,1,83
58832,-631.0,768,0,1,116
58833,-818.0,1000,0,0,182
58834,-849.0,1000,0,0,151
58835,-249.0,329,0,1,59
58836,-497.0,618,0,1,100
58837,-504.0,636,0,1,111
58838,-710.0,894,0,1,163
58839,-86.0,118,0,1,11
58840,-323.0,427,0,1,83
58841,-165.0,234,0,1,48
58842,-466.0,580,0,1,93
58843,-353.0,445,0,1,71
58844,-152.0,214,0,1,41
58845,-840.0,1000,0,0,160
58846,-285.0,383,0,1,77
58847,-632.0,768,0,1,115
58848,-393.0,509,0,1,95
58849,-292.0,381,0,1,68
58850,-854.0,1000,0,0,146
58851,-789.0,967,0,1,157
58852,-850.0,1000,0,0,150
58853,-242.0,320,0,1,57
58854,-196.0,265,0,1,48
58855,-387.0,484,0,1,76
58856,-364.0,475,0,1,90
58857,-422.0,528,0,1,85
58858,-566.0,705,0,1,118
58859,-381.0,476,0,1,74
58860,-571.0,700,0,1,108
58861,-190.0,259,0,1,48
58862,-344.0,448,0,1,83
58863,-333.0,437,0,1,83
58864,-719.0,889,0,1,149
58865,-423.0,548,0,1,104
58866,-351.0,436,0,1,64
58867,-702.0,856,0,1,133
58868,-832.0,1000,0,0,168
58869,-822.0,1000,0,0,178
58870,-860.0,1000,0,0,140
58871,-566.0,712,0,1,125
58872,-365.0,471,0,1,85
58873,-502.0,620,0,1,97
58874,-838.0,1000,0,0,162
58875,-356.0,465,0,1,88
58876,-290.0,378,0,1,67
58877,-426.0,551,0,1,104
58878,-530.0,662,0,1,111
58879,-617.0,778,0,1,140
58880,-398.0,516,0,1,97
58881,-502.0,616,0,1,93
58882,-264.0,346,0,1,61
58883,-407.0,518,0,1,90
58884,-842.0,1000,0,0,158
58885,-711.0,880,0,1,148
58886,-481.0,600,0,1,98
58887,-63.0,94,0,1,10
58888,-843.0,1000,0,0,157
58889,-387.0,490,0,1,82
58890,-287.0,375,0,1,67
58891,-587.0,734,0,1,126
58892,-834.0,1000,0,0,166
58893,-852.0,1000,0,0,148
58894,-323.0,425,0,1,81
58895,-259.0,343,0,1,63
58896,-843.0,1000,0,0,157
58897,-860.0,1000,0,0,140
58898,-576.0,698,0,1,101
58899,-345.0,435,0,1,69
58900,-602.0,747,0,1,124
58901,-372.0,481,0,1,88
58902,-386.0,486,0,1,79
58903,-375.0,472,1,1,85
58904,-181.0,251,0,1,49
58905,-340.0,441,0,1,80
58906,-843.0,1000,0,0,157
58907,-216.0,289,0,1,52
58908,-406.0,509,0,1,82
58909,-228.0,306,0,1,57
58910,-146.0,201,0,1,34
58911,-847.0,1000,0,0,153
58912,-853.0,1000,0,0,147
58913,-272.0,357,0,1,64
58914,-382.0,484,0,1,81
58915,-793.0,957,0,1,143
58916,-810.0,990,0,1,159
58917,-793.0,966,0,1,152
58918,-841.0,1000,0,0,159
58919,-757.0,925,0,1,147
58920,-513.0,630,0,1,96
58921,-423.0,521,0,1,77
58922,-385.0,497,0,1,91
58923,-462.0,584,0,1,101
58924,-645.0,812,0,1,146
58925,-436.0,544,0,1,87
58926,-850.0,1000,1,0,159
58927,-826.0,1000,0,0,174
58928,-276.0,356,0,1,59
58929,-859.0,1000,0,0,141
58930,-606.0,747,0,1,120
58931,-852.0,1000,0,0,148
58932,-764.0,943,0,1,158
58933,-408.0,511,0,1,82
58934,-237.0,317,0,1,59
58935,-848.0,1000,0,0,152
58936,-526.0,644,0,1,97
58937,-370.0,477,0,1,86
58938,-582.0,725,0,1,122
58939,-343.0,443,0,1,79
58940,-436.0,561,0,1,104
58941,-549.0,661,1,1,100
58942,-798.0,970,1,1,160
58943,-851.0,1000,0,0,149
58944,-341.0,439,0,1,77
58945,-291.0,389,0,1,77
58946,-429.0,546,0,1,96
58947,-850.0,1000,1,0,159
58948,-312.0,398,0,1,65
58949,-755.0,916,0,1,140
58950,-247.0,339,0,1,71
58951,-719.0,905,0,1,165
58952,-500.0,624,0,1,103
58953,-852.0,1000,0,0,148
58954,-135.0,186,0,1,30
58955,-302.0,402,0,1,79
58956,-777.0,961,0,1,163
58957,-846.0,1000,0,0,154
58958,-305.0,407,0,1,81
58959,-856.0,1000,0,0,144
58960,-887.0,1000,3,0,140
58961,-863.0,1000,1,0,146
58962,-451.0,557,0,1,85
58963,-232.0,317,0,1,64
58964,-274.0,365,0,1,70
58965,-774.0,950,0,1,155
58966,-349.0,442,0,1,72
58967,-462.0,570,0,1,87
58968,-363.0,469,0,1,85
58969,-430.0,558,0,1,107
58970,-845.0,1000,0,0,155
58971,-840.0,1000,0,0,160
58972,-846.0,1000,0,0,154
58973,-849.0,1000,0,0,151
58974,-553.0,670,0,1,96
58975,-741.0,920,0,1,158
58976,-197.0,268,0,1,50
58977,-715.0,879,0,1,143
58978,-831.0,1000,0,0,169
58979,-395.0,489,0,1,73
58980,-268.0,352,0,1,63
58981,-677.0,844,0,1,146
58982,-843.0,1000,0,0,157
58983,-434.0,536,0,1,81
58984,-823.0,1000,0,0,177
58985,-814.0,1000,0,0,186
58986,-220.0,293,0,1,52
58987,-531.0,673,0,1,121
58988,-689.0,836,0,1,126
58989,-338.0,438,0,1,79
58990,-343.0,444,0,1,80
58991,-819.0,992,0,1,152
58992,-816.0,999,0,1,162
58993,-852.0,1000,0,0,148
58994,-784.0,959,0,1,154
58995,-337.0,442,0,1,84
58996,-620.0,733,1,1,101
58997,-856.0,1000,1,0,153
58998,-855.0,1000,0,0,145
58999,-440.0,555,0,1,94
59000,-203.0,278,0,1,54
59001,-762.0,943,0,1,160
59002,-522.0,647,0,1,104
59003,-785.0,974,0,1,168
59004,-256.0,343,0,1,66
59005,-424.0,519,0,1,74
59006,-649.0,786,0,1,116
59007,-306.0,397,0,1,70
59008,-864.0,1000,0,0,136
59009,-202.0,272,0,1,49
59010,-880.0,1000,1,0,129
59011,-698.0,871,0,1,152
59012,-794.0,957,0,1,142
59013,-378.0,495,0,1,96
59014,-862.0,1000,0,0,138
59015,-246.0,334,0,1,67
59016,-852.0,1000,0,0,148
59017,-832.0,1000,0,0,168
59018,-466.0,594,0,1,107
59019,-479.0,604,0,1,104
59020,-151.0,211,0,1,39
59021,-866.0,1000,0,0,134
59022,-399.0,504,0,1,84
59023,-677.0,848,0,1,150
59024,-789.0,966,0,1,156
59025,-773.0,953,0,1,159
59026,-294.0,383,0,1,68
59027,-320.0,409,0,1,68
59028,-413.0,504,0,1,70
59029,-424.0,538,0,1,93
59030,-127.0,184,0,1,36
59031,-295.0,381,0,1,65
59032,-232.0,312,0,1,59
59033,-198.0,265,0,1,46
59034,-660.0,814,0,1,133
59035,-286.0,375,0,1,68
59036,-331.0,426,0,1,74
59037,-450.0,581,0,1,110
59038,-842.0,1000,0,0,158
59039,-549.0,666,0,1,96
59040,-727.0,892,0,1,144
59041,-344.0,443,0,1,78
59042,-351.0,455,0,1,83
59043,-475.0,601,0,1,105
59044,-804.0,988,0,1,163
59045,-533.0,647,0,1,93
59046,-858.0,1000,0,0,142
59047,-235.0,306,0,1,50
59048,-719.0,897,0,1,157
59049,-363.0,473,0,1,89
59050,-361.0,457,0,1,75
59051,-849.0,1000,0,0,151
59052,-824.0,1000,0,0,176
59053,-255.0,334,0,1,58
59054,-843.0,1000,0,0,157
59055,-838.0,1000,0,0,162
59056,-354.0,449,0,1,74
59057,-522.0,645,0,1,102
59058,-778.0,957,0,1,158
59059,-695.0,857,0,1,141
59060,-507.0,625,1,1,106
59061,-844.0,1000,0,0,156
59062,-497.0,609,0,1,91
59063,-799.0,981,0,1,161
59064,-232.0,308,0,1,55
59065,-502.0,607,0,1,84
59066,-387.0,495,0,1,87
59067,-393.0,506,0,1,92
59068,-710.0,877,0,1,146
59069,-143.0,180,0,1,16
59070,-627.0,733,2,1,103
59071,-350.0,444,0,1,73
59072,-461.0,590,0,1,108
59073,-383.0,499,0,1,95
59074,-452.0,561,0,1,88
59075,-327.0,429,0,1,81
59076,-352.0,465,0,1,92
59077,-325.0,429,0,1,83
59078,-521.0,650,0,1,108
59079,-412.0,522,0,1,89
59080,-376.0,481,0,1,84
59081,-353.0,461,0,1,87
59082,-846.0,1000,0,0,154
59083,-353.0,464,0,1,90
59084,-360.0,467,0,1,86
59085,-364.0,475,0,1,90
59086,-430.0,516,0,1,65
59087,-370.0,460,0,1,69
59088,-399.0,505,0,1,85
59089,-835.0,1000,0,0,165
59090,-679.0,854,0,1,154
59091,-853.0,1000,1,0,156
59092,-852.0,1000,0,0,148
59093,-751.0,917,0,1,145
59094,-852.0,1000,0,0,148
59095,-498.0,628,0,1,109
59096,-852.0,1000,0,0,148
59097,-857.0,1000,0,0,143
59098,-216.0,294,0,1,57
59099,-414.0,522,0,1,87
59100,-204.0,277,0,1,52
59101,-504.0,613,0,1,88
59102,-216.0,302,0,1,65
59103,-390.0,503,0,1,92
59104,-249.0,325,0,1,55
59105,-852.0,1000,1,0,157
59106,-846.0,1000,0,0,154
59107,-282.0,369,0,1,66
59108,-649.0,803,0,1,133
59109,-391.0,512,0,1,100
59110,-845.0,1000,0,0,155
59111,-712.0,884,0,1,151
59112,-855.0,1000,0,0,145
59113,-399.0,503,0,1,83
59114,-646.0,817,0,1,150
59115,-577.0,721,0,1,123
59116,-393.0,500,0,1,86
59117,-391.0,509,0,1,97
59118,-225.0,309,0,1,63
59119,-751.0,930,0,1,158
59120,-852.0,1000,0,0,148
59121,-852.0,1000,0,0,148
59122,-845.0,1000,0,0,155
59123,-839.0,993,0,1,133
59124,-373.0,481,0,1,87
59125,-835.0,1000,0,0,165
59126,-313.0,412,0,1,78
59127,-234.0,311,0,1,56
59128,-763.0,921,0,1,137
59129,-332.0,426,0,1,73
59130,-808.0,995,0,1,166
59131,-729.0,898,0,1,148
59132,-864.0,1000,0,0,136
59133,-834.0,1000,0,0,166
59134,-675.0,832,0,1,136
59135,-333.0,433,0,1,79
59136,-504.0,625,0,1,100
59137,-731.0,874,0,1,122
59138,-243.0,320,0,1,56
59139,-849.0,1000,0,0,151
59140,-254.0,339,0,1,64
59141,-317.0,399,0,1,61
59142,-854.0,1000,0,0,146
59143,-378.0,466,0,1,67
59144,-383.0,488,0,1,84
59145,-842.0,1000,0,0,158
59146,-403.0,517,0,1,93
59147,-374.0,475,0,1,80
59148,-384.0,485,0,1,80
59149,-854.0,1000,0,0,146
59150,-564.0,674,1,1,98
59151,-255.0,335,0,1,59
59152,-720.0,868,1,1,136
59153,-387.0,493,0,1,85
59154,-387.0,499,0,1,91
59155,-270.0,365,0,1,74
59156,-363.0,467,0,1,83
59157,-498.0,611,0,1,92
59158,-852.0,1000,0,0,148
59159,-821.0,997,0,1,155
59160,-591.0,732,0,1,120
59161,-851.0,1000,0,0,149
59162,-341.0,438,0,1,76
59163,-270.0,357,0,1,66
59164,-749.0,923,0,1,153
59165,-763.0,929,0,1,145
59166,-869.0,1000,1,0,140
59167,-798.0,981,0,1,162
59168,-450.0,562,0,1,91
59169,-682.0,840,1,1,146
59170,-312.0,397,0,1,64
59171,-851.0,1000,0,0,149
59172,-724.0,863,0,1,118
59173,-840.0,1000,0,0,160
59174,-843.0,1000,0,0,157
59175,-843.0,1000,0,0,157
59176,-509.0,633,0,1,103
59177,-773.0,940,0,1,146
59178,-297.0,391,0,1,73
59179,-538.0,661,0,1,102
59180,-368.0,468,0,1,79
59181,-385.0,475,0,1,69
59182,-592.0,738,0,1,125
59183,-395.0,495,0,1,79
59184,-772.0,948,0,1,155
